epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,12.582910537719727,26.713352918624878,125.9629418849945
1,15.187990188598633,15.172646522521973,114.69298005104065
2,15.998202323913574,25.534679889678955,123.8971312046051
3,17.08885383605957,15.002639532089233,114.04084348678589
4,15.664375305175781,25.64895272254944,124.09120440483093
5,15.023070335388184,14.951711416244507,112.99384689331055
6,24.81691551208496,26.024269104003906,124.69190740585327
7,15.850627899169922,14.93387484550476,113.22464752197266
8,17.086469650268555,26.05861473083496,124.58101606369019
9,11.485063552856445,15.230632066726685,113.58137559890747
10,18.02550506591797,25.682215213775635,123.6047875881195
