epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,33.12242889404297,36.219364643096924,365.31118845939636
1,33.88771057128906,12.030872583389282,308.51261496543884
2,34.7969856262207,19.869876861572266,310.2293779850006
3,33.480918884277344,11.834931373596191,293.25547432899475
4,31.505043029785156,19.576075077056885,304.3458626270294
5,32.609859466552734,11.604910850524902,296.26254510879517
6,32.016239166259766,19.72047257423401,305.9578845500946
7,31.57402229309082,11.678600072860718,295.5414183139801
8,37.032745361328125,19.706645011901855,307.824177980423
9,36.852149963378906,11.688963174819946,314.86449551582336
10,35.1969108581543,30.40569019317627,331.5595784187317
