epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,9.200445175170898,27.9548978805542,92.17241668701172
1,8.234969139099121,28.34088397026062,90.86787986755371
2,2.7343928813934326,26.55739736557007,89.86742448806763
3,5.913281440734863,26.833152055740356,89.63587260246277
4,6.140792369842529,26.489502429962158,89.30466485023499
5,6.207341194152832,27.328725576400757,89.20388579368591
6,6.465029716491699,27.23866581916809,89.0401201248169
7,7.13738489151001,26.11077857017517,89.06625819206238
8,6.712990760803223,27.211296796798706,89.45095109939575
9,6.474274635314941,26.95809030532837,89.14302086830139
10,4.658389091491699,26.766928911209106,90.03855800628662
