epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,28.179533004760742,26.383751392364502,124.30896258354187
1,35.986839294433594,13.470137596130371,110.70427823066711
2,35.672733306884766,23.018699169158936,120.89470076560974
3,31.610742568969727,13.766512393951416,112.32020092010498
4,34.92599868774414,23.105437517166138,120.74521088600159
5,31.86817169189453,14.014755487442017,110.69257974624634
6,36.85616683959961,23.33092761039734,120.48810815811157
7,36.92389678955078,13.595620393753052,110.24032306671143
8,29.396581649780273,23.24744486808777,120.13763189315796
9,29.108381271362305,14.005846500396729,111.43244338035583
10,29.364187240600586,23.230319499969482,120.08454895019531
