epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,33.82685089111328,32.52958083152771,392.2617151737213
1,43.960289001464844,14.176178693771362,345.72652435302734
2,42.284263610839844,19.592087745666504,324.3875436782837
3,42.48002243041992,12.000864744186401,315.748379945755
4,32.54905319213867,19.738354206085205,352.22904682159424
5,36.846099853515625,18.350112199783325,353.5422365665436
6,33.37088394165039,32.6526517868042,364.3968598842621
7,33.00554275512695,18.55889105796814,328.3948886394501
8,34.62992477416992,19.566139698028564,335.879341840744
9,35.34944152832031,18.42216682434082,351.6599099636078
10,38.31959915161133,32.325111865997314,363.04913091659546
