epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,45.562164306640625,30.329723358154297,375.3983347415924
1,33.01861572265625,18.871468544006348,357.15914726257324
2,39.26411437988281,34.974376916885376,369.5159854888916
3,31.577795028686523,19.456884145736694,354.07361125946045
4,39.86222839355469,34.537439584732056,365.22342324256897
5,34.75288009643555,19.10258960723877,345.59805250167847
6,32.37610626220703,33.70630192756653,360.334290266037
7,33.405921936035156,19.177697896957397,343.6063725948334
8,32.838409423828125,33.7626895904541,357.93446373939514
9,36.28767395019531,19.01041007041931,346.5577766895294
10,32.964637756347656,33.585437059402466,358.98064064979553
