layer,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,batch_10,batch_11,batch_12,batch_13,batch_14,batch_15,batch_16,batch_17,batch_18,batch_19
encoder.layers.0.self_connection.weight,3.554921204340644e-05,3.5546432627597824e-05,3.5543653211789206e-05,3.554087379598059e-05,3.553809074219316e-05,3.553530405042693e-05,3.5532520996639505e-05,3.552973794285208e-05,3.552694761310704e-05,3.5524157283362e-05,3.552136695361696e-05,3.5518572985893115e-05,3.5515782656148076e-05,3.551298868842423e-05,3.551019472070038e-05,3.550739347701892e-05,3.5504599509295076e-05,3.5501798265613616e-05,3.5498997021932155e-05,3.549619214027189e-05
encoder.layers.0.self_connection.bias,8.752532266953494e-06,8.752127541811205e-06,8.751722816668916e-06,8.751317182031926e-06,8.750912456889637e-06,8.750507731747348e-06,8.750102097110357e-06,8.749697371968068e-06,8.749290827836376e-06,8.748884283704683e-06,8.748479558562394e-06,8.748073923925404e-06,8.747667379793711e-06,8.74726174515672e-06,8.74685611051973e-06,8.746448656893335e-06,8.746041203266941e-06,8.745634659135249e-06,8.745228115003556e-06,8.744820661377162e-06
encoder.layers.0.scale_self_conn.weight,7.063506927806884e-06,7.063275916152634e-06,7.063043995003682e-06,7.06281252860208e-06,7.062581062200479e-06,7.062349141051527e-06,7.062116765155224e-06,7.061884844006272e-06,7.061652468109969e-06,7.061420092213666e-06,7.061187716317363e-06,7.060954885673709e-06,7.0607211455353536e-06,7.060487860144349e-06,7.060254574753344e-06,7.060021289362339e-06,7.059787549223984e-06,7.059553809085628e-06,7.0593196141999215e-06,7.059085419314215e-06
encoder.layers.0.scale_self_conn.bias,2.843784841388697e-06,2.8437671062420122e-06,2.8437493710953277e-06,2.8437314085749676e-06,2.843713673428283e-06,2.8436954835342476e-06,2.8436779757612385e-06,2.8436600132408785e-06,2.843642278094194e-06,2.843624315573834e-06,2.8436065804271493e-06,2.8435886179067893e-06,2.843570428012754e-06,2.8435526928660693e-06,2.8435349577193847e-06,2.8435169951990247e-06,2.8434990326786647e-06,2.84348129753198e-06,2.84346333501162e-06,2.84344537249126e-06
encoder.layers.0.forward_edge.weight,3.353384090587497e-05,3.353162173880264e-05,3.3529402571730316e-05,3.35271870426368e-05,3.352496787556447e-05,3.352275234647095e-05,3.352052954141982e-05,3.3518306736368686e-05,3.351608393131755e-05,3.351386112626642e-05,3.351163832121529e-05,3.350941187818535e-05,3.3507185435155407e-05,3.350495535414666e-05,3.350272891111672e-05,3.350049883010797e-05,3.3498268749099225e-05,3.349603866809048e-05,3.3493801311124116e-05,3.349157123011537e-05
encoder.layers.0.forward_edge.bias,8.608334610471502e-06,8.608137250121217e-06,8.607940799265634e-06,8.60774343891535e-06,8.607547897554468e-06,8.607349627709482e-06,8.607152267359197e-06,8.606954907008912e-06,8.606756637163926e-06,8.606560186308343e-06,8.606362825958058e-06,8.606164556113072e-06,8.605967195762787e-06,8.605768016423099e-06,8.605570656072814e-06,8.605374205217231e-06,8.605175025877543e-06,8.604976756032556e-06,8.60477848618757e-06,8.604579306847882e-06
encoder.layers.0.scale_forward.weight,9.177661922876723e-06,9.177023457596079e-06,9.176384082820732e-06,9.175743798550684e-06,9.175103514280636e-06,9.174463230010588e-06,9.173822036245838e-06,9.173179932986386e-06,9.172537829726934e-06,9.171896635962185e-06,9.171253623208031e-06,9.170609700959176e-06,9.169966688205022e-06,9.169322765956167e-06,9.168679753202014e-06,9.168034921458457e-06,9.1673900897149e-06,9.166744348476641e-06,9.166099516733084e-06,9.165453775494825e-06
encoder.layers.0.scale_forward.bias,2.3857035102992086e-06,2.385686229899875e-06,2.385668949500541e-06,2.3856512143538566e-06,2.385633933954523e-06,2.385616426181514e-06,2.38559914578218e-06,2.385581638009171e-06,2.3855639028624864e-06,2.3855466224631527e-06,2.3855291146901436e-06,2.3855116069171345e-06,2.3854940991441254e-06,2.3854765913711162e-06,2.3854588562244317e-06,2.3854413484514225e-06,2.385423613304738e-06,2.385406105531729e-06,2.3853883703850443e-06,2.3853710899857106e-06
encoder.layers.0.back_edge.weight,3.140352782793343e-05,3.140086118946783e-05,3.139819091302343e-05,3.139552427455783e-05,3.1392853998113424e-05,3.139018372166902e-05,3.138751344522461e-05,3.13848395308014e-05,3.138216561637819e-05,3.1379491701954976e-05,3.1376814149552956e-05,3.1374140235129744e-05,3.137145904474892e-05,3.13687814923469e-05,3.136610030196607e-05,3.1363419111585245e-05,3.136073792120442e-05,3.1358053092844784e-05,3.135536826448515e-05,3.135268343612552e-05
encoder.layers.0.back_edge.bias,9.51814763539005e-06,9.517910257272888e-06,9.517673788650427e-06,9.517435501038563e-06,9.5171981229214e-06,9.516960744804237e-06,9.516723366687074e-06,9.51648507907521e-06,9.516246791463345e-06,9.51600850385148e-06,9.515770216239616e-06,9.51553101913305e-06,9.515292731521185e-06,9.515054443909321e-06,9.514815246802755e-06,9.51457695919089e-06,9.514337762084324e-06,9.51409947447246e-06,9.513859367871191e-06,9.513621080259327e-06
