epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,17.085372924804688,27.980629920959473,91.07571816444397
1,15.859755516052246,28.044967889785767,91.1156747341156
2,11.692500114440918,27.886905670166016,91.4176390171051
3,15.129881858825684,28.159071683883667,91.31073451042175
4,14.528120040893555,28.17020535469055,91.34307217597961
5,13.754240036010742,27.843013525009155,90.75290727615356
6,15.69867992401123,27.931379556655884,90.97362685203552
7,14.98374080657959,28.108465909957886,91.11539626121521
8,14.200594902038574,27.8125,91.30784344673157
9,14.724874496459961,27.83678126335144,90.63699531555176
10,11.897805213928223,27.956183671951294,90.53563666343689
