epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,14.100683212280273,42.35832118988037,884.7946474552155
1,16.5672607421875,44.58496952056885,904.1879642009735
2,14.679157257080078,43.38485789299011,813.033563375473
3,15.883642196655273,42.396775007247925,853.1059470176697
