rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.20607760548591614,0.20334438979625702,0.40942198038101196
1,0,0.1938491314649582,0.1579979807138443,0.3518471121788025
2,0,0.18816712498664856,0.0375208705663681,0.22568799555301666
3,0,0.17036782205104828,0.030709892511367798,0.20107771456241608
4,0,0.14124248921871185,0.026291336864233017,0.16753382980823517
5,0,0.11127877235412598,0.019003374502062798,0.13028214871883392
6,0,0.10499279946088791,0.01562659814953804,0.12061940133571625
7,0,0.08475548774003983,0.00661490811035037,0.09137039631605148
8,0,0.04420461505651474,0.0003004102618433535,0.04450502619147301
9,0,0.04034580662846565,0.0003599150513764471,0.04070572182536125
10,0,0.03679373487830162,0.000726982718333602,0.037520717829465866
11,0,0.03328525274991989,0.0014201963786035776,0.034705448895692825
12,0,0.02397027425467968,0.00176376779563725,0.02573404274880886
13,0,0.013832931406795979,0.00274397199973464,0.01657690294086933
14,0,0.00794279482215643,0.0015977286966517568,0.009540523402392864
15,0,0.0033718240447342396,0.001448229537345469,0.004820053465664387
16,0,0.0018832223722711205,0.0010782686294987798,0.0029614910017699003
17,0,0.0008890894241631031,0.0009679513168521225,0.0018570406828075647
18,0,0.0005987919284962118,0.0008308169199153781,0.001429608790203929
19,0,0.0004642147687263787,0.0008299961918964982,0.0012942110188305378
20,0,0.0002895761572290212,0.0007650707266293466,0.0010546469129621983
21,0,0.0002466372970957309,0.0008902389090508223,0.0011368761770427227
22,0,0.00020557378593366593,0.0008027895237319171,0.0010083633242174983
23,0,0.00018214793817605823,0.0008353680022992194,0.001017515896819532
24,0,0.00017859533545561135,0.0006853271625004709,0.0008639225270599127
25,0,0.00013770513760391623,0.0007133404724299908,0.0008510455954819918
26,0,0.0001274592796107754,0.000710951688233763,0.0008384109823964536
27,0,0.00012549819075502455,0.0007994187180884182,0.0009249169379472733
28,0,0.00014267208462115377,0.000871187134180218,0.001013859175145626
29,0,0.00010269373160554096,0.0007351669482886791,0.0008378606871701777
30,0,9.15507844183594e-05,0.0007211358170025051,0.0008126866305246949
31,0,0.00010386302892584354,0.0007707255426794291,0.0008745885570533574
32,0,7.67432720749639e-05,0.0008231362444348633,0.0008998794946819544
33,0,8.512366184731945e-05,0.0006610816344618797,0.0007462052744813263
34,0,7.695073873037472e-05,0.0008440314559265971,0.0009209822164848447
35,0,7.569366425741464e-05,0.0007982920506037772,0.0008739857003092766
36,0,7.632131018908694e-05,0.0008836645865812898,0.0009599858894944191
37,0,6.691196176689118e-05,0.0008414820767939091,0.0009083940531127155
38,0,6.385456072166562e-05,0.0007609899039380252,0.0008248444646596909
39,0,8.179228461813182e-05,0.000795349944382906,0.000877142243552953
40,0,6.420050340238959e-05,0.0008118543191812932,0.0008760548080317676
41,0,7.910121348686516e-05,0.0007862691418267787,0.0008653703844174743
42,0,6.475795089500025e-05,0.0007350459927693009,0.0007998039363883436
43,0,5.8716628700494766e-05,0.0007269431371241808,0.0007856597658246756
44,0,5.750215132138692e-05,0.0004664119624067098,0.0005239141173660755
45,0,5.801649604109116e-05,0.00043196865590289235,0.0004899851628579199
46,0,6.725030107190832e-05,0.0004813948762603104,0.0005486451555043459
47,0,6.670605216640979e-05,0.00023698940640315413,0.0003036954440176487
48,0,5.041963959229179e-05,0.0001691658399067819,0.0002195854758610949
49,0,4.732301749754697e-05,0.00017381369252689183,0.0002211367100244388
50,0,4.396254735183902e-05,0.00016925310774240643,0.00021321565145626664
51,0,5.342785152606666e-05,0.0002233754057670012,0.0002768032718449831
52,0,5.591943045146763e-05,0.00012519644224084914,0.00018111587269231677
53,0,4.674700539908372e-05,0.00013590975140687078,0.0001826567604439333
54,0,4.59503207821399e-05,0.00018190956325270236,0.00022785988403484225
55,0,4.758952127303928e-05,0.00015406588499899954,0.00020165540627203882
56,0,4.046598041895777e-05,0.0001433184661436826,0.00018378444656264037
57,0,3.841687794192694e-05,0.00010816187568707392,0.00014657874999102205
58,0,3.719975575222634e-05,0.00011775286839110777,0.0001549526205053553
59,0,3.827898399322294e-05,0.00013443827629089355,0.0001727172639220953
60,0,2.9915796403656714e-05,0.00013130473962519318,0.0001612205378478393
61,0,3.3643296774243936e-05,0.00010346967610530555,0.0001371129765175283
62,0,4.7843423089943826e-05,0.00012723782856483012,0.00017508125165477395
63,0,3.135782026220113e-05,0.00012526057253126055,0.00015661839279346168
64,0,3.388128970982507e-05,0.00010454280709382147,0.00013842410407960415
65,0,3.3094791433541104e-05,0.0001331480743829161,0.000166242869454436
66,0,3.2620609999867156e-05,0.00013489513366948813,0.00016751574003137648
67,0,3.073013431276195e-05,0.00010652053606463596,0.0001372506667394191
68,0,3.132571146124974e-05,9.315409988630563e-05,0.00012447981862351298
69,0,3.13918681058567e-05,0.00017794023733586073,0.00020933210907969624
70,0,3.0447548851952888e-05,0.00018630274280440062,0.00021675029711332172
71,0,3.131595076411031e-05,0.00013886076339986175,0.00017017671780195087
72,0,3.766354711842723e-05,0.00014554984227288514,0.00018321338575333357
73,0,3.366528108017519e-05,0.00016328939818777144,0.00019695467199198902
74,0,3.0916358809918165e-05,0.00014230248052626848,0.00017321883933618665
