layer,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,batch_10,batch_11,batch_12,batch_13,batch_14,batch_15,batch_16,batch_17,batch_18,batch_19
encoder.layers.0.self_connection.weight,3.491372262942605e-05,3.491360257612541e-05,3.491347888484597e-05,3.4913362469524145e-05,3.491324241622351e-05,3.491312236292288e-05,3.491300230962224e-05,3.49128786183428e-05,3.491275856504217e-05,3.4912638511741534e-05,3.49125184584409e-05,3.4912398405140266e-05,3.491228198981844e-05,3.4912158298539e-05,3.4912038245238364e-05,3.491191819193773e-05,3.491179450065829e-05,3.4911674447357655e-05,3.491155439405702e-05,3.4911434340756387e-05
encoder.layers.0.self_connection.bias,8.573860213800799e-06,8.57384566188557e-06,8.573831109970342e-06,8.573816558055114e-06,8.573802915634587e-06,8.573788363719359e-06,8.57377381180413e-06,8.573759259888902e-06,8.573745617468376e-06,8.573730156058446e-06,8.573716513637919e-06,8.57370196172269e-06,8.573687409807462e-06,8.573673767386936e-06,8.573658305977006e-06,8.573643754061777e-06,8.57363011164125e-06,8.573616469220724e-06,8.573601007810794e-06,8.573587365390267e-06
encoder.layers.0.scale_self_conn.weight,7.072432254062733e-06,7.072421340126311e-06,7.072411335684592e-06,7.072401785990223e-06,7.072391326801153e-06,7.072381322359433e-06,7.072371317917714e-06,7.072359949233942e-06,7.072350399539573e-06,7.0723408498452045e-06,7.072330390656134e-06,7.072319931467064e-06,7.072309927025344e-06,7.072299922583625e-06,7.0722890086472034e-06,7.072278549458133e-06,7.0722689997637644e-06,7.072258540574694e-06,7.072247626638273e-06,7.072237622196553e-06
encoder.layers.0.scale_self_conn.bias,2.913849584729178e-06,2.913848675234476e-06,2.9138477657397743e-06,2.9138468562450726e-06,2.9138461741240462e-06,2.9138452646293445e-06,2.913844582508318e-06,2.9138436730136164e-06,2.9138427635189146e-06,2.913841854024213e-06,2.913840944529511e-06,2.9138400350348093e-06,2.913838898166432e-06,2.9138379886717303e-06,2.9138370791770285e-06,2.9138366244296776e-06,2.913835714934976e-06,2.913834805440274e-06,2.9138338959455723e-06,2.9138329864508705e-06
encoder.layers.0.forward_edge.weight,3.320931500638835e-05,3.3209224056918174e-05,3.320912946946919e-05,3.3209034882020205e-05,3.320894029457122e-05,3.3208845707122236e-05,3.320875111967325e-05,3.3208660170203075e-05,3.3208558306796476e-05,3.3208470995305106e-05,3.3208372769877315e-05,3.320827818242833e-05,3.3208183594979346e-05,3.320808900753036e-05,3.320799078210257e-05,3.320789983263239e-05,3.32078016072046e-05,3.3207710657734424e-05,3.320761243230663e-05,3.320751784485765e-05
encoder.layers.0.forward_edge.bias,8.548494406568352e-06,8.54848804010544e-06,8.548478945158422e-06,8.548471669200808e-06,8.548463483748492e-06,8.54845711728558e-06,8.548448022338562e-06,8.54844165587565e-06,8.548434379918035e-06,8.548425284971017e-06,8.548418918508105e-06,8.548409823561087e-06,8.548403457098175e-06,8.548395271645859e-06,8.548387995688245e-06,8.548379810235929e-06,8.548372534278315e-06,8.5483652583207e-06,8.548357072868384e-06,8.548348887416068e-06
encoder.layers.0.scale_forward.weight,9.276394848711789e-06,9.276366654376034e-06,9.276336641050875e-06,9.276306627725717e-06,9.27627752389526e-06,9.276248420064803e-06,9.276219316234346e-06,9.276189302909188e-06,9.27615928958403e-06,9.276131095248275e-06,9.276101081923116e-06,9.276071068597957e-06,9.2760419647675e-06,9.276011951442342e-06,9.275981938117184e-06,9.275952834286727e-06,9.275922820961569e-06,9.27589280763641e-06,9.275863703805953e-06,9.275833690480795e-06
encoder.layers.0.scale_forward.bias,2.4542659957660362e-06,2.454264858897659e-06,2.4542639494029572e-06,2.454263267281931e-06,2.4542625851609046e-06,2.4542619030398782e-06,2.4542609935451765e-06,2.4542598566767992e-06,2.4542589471820975e-06,2.4542578103137203e-06,2.4542569008190185e-06,2.4542559913243167e-06,2.454255081829615e-06,2.454254172334913e-06,2.4542532628402114e-06,2.454252580719185e-06,2.4542516712244833e-06,2.4542507617297815e-06,2.4542498522350797e-06,2.454248942740378e-06
encoder.layers.0.back_edge.weight,3.0801114917267114e-05,3.08010057779029e-05,3.080089663853869e-05,3.0800787499174476e-05,3.080068199778907e-05,3.080056922044605e-05,3.080046735703945e-05,3.080035457969643e-05,3.080024180235341e-05,3.0800136300968006e-05,3.08000307995826e-05,3.079991802223958e-05,3.079980888287537e-05,3.079970338148996e-05,3.079959060414694e-05,3.079948146478273e-05,3.079937232541852e-05,3.079926682403311e-05,3.079915404669009e-05,3.079904490732588e-05
encoder.layers.0.back_edge.bias,9.454576684220228e-06,9.454566679778509e-06,9.45455667533679e-06,9.454548489884473e-06,9.454537575948052e-06,9.454529390495736e-06,9.454519386054017e-06,9.454510291106999e-06,9.45450028666528e-06,9.45449028222356e-06,9.454481187276542e-06,9.454472092329524e-06,9.454462087887805e-06,9.454452992940787e-06,9.454442988499068e-06,9.45443389355205e-06,9.454424798605032e-06,9.454415703658015e-06,9.454405699216295e-06,9.454395694774576e-06
