epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,10.78663158416748,28.18740153312683,89.22593712806702
1,10.579085350036621,27.73043441772461,88.56946420669556
2,4.494327545166016,28.202497482299805,89.56698441505432
3,8.498043060302734,26.819880962371826,88.00979971885681
4,8.327638626098633,28.25243616104126,89.62356686592102
5,9.282776832580566,26.433181524276733,87.05534410476685
6,12.017631530761719,28.402015686035156,89.42456150054932
7,12.196967124938965,27.990327835083008,88.91131043434143
8,12.661563873291016,27.296683073043823,88.2699236869812
9,12.334981918334961,29.50071430206299,95.56421899795532
10,9.577167510986328,34.591902017593384,96.43223309516907
