layer,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,batch_10,batch_11,batch_12,batch_13,batch_14,batch_15,batch_16,batch_17,batch_18,batch_19
encoder.layers.0.self_connection.weight,3.609509803936817e-05,3.609464329201728e-05,3.609418490668759e-05,3.6093726521357894e-05,3.60932681360282e-05,3.60928061127197e-05,3.60923440894112e-05,3.6091885704081506e-05,3.6091423680773005e-05,3.609096529544331e-05,3.6090499634156004e-05,3.609004124882631e-05,3.608957922551781e-05,3.608911720220931e-05,3.608865517890081e-05,3.6088196793571115e-05,3.6087734770262614e-05,3.608727274695411e-05,3.6086803447688e-05,3.60863414243795e-05
encoder.layers.0.self_connection.bias,8.365493158635218e-06,8.365466783288866e-06,8.365440407942515e-06,8.365414032596163e-06,8.365388566744514e-06,8.365362191398162e-06,8.365335816051811e-06,8.36530944070546e-06,8.365283065359108e-06,8.365256690012757e-06,8.365230314666405e-06,8.365203939320054e-06,8.365177563973702e-06,8.365151188627351e-06,8.365124813281e-06,8.365098437934648e-06,8.365072062588297e-06,8.365045687241945e-06,8.365018402400892e-06,8.364992936549243e-06
encoder.layers.0.scale_self_conn.weight,9.075946763914544e-06,9.075834896066226e-06,9.075723028217908e-06,9.075612979358993e-06,9.075500202015974e-06,9.075388334167656e-06,9.07527737581404e-06,9.07516459847102e-06,9.075052730622701e-06,9.074941772269085e-06,9.074828994926065e-06,9.074717127077747e-06,9.074605259229429e-06,9.07449248188641e-06,9.07437970454339e-06,9.07426692720037e-06,9.07415414985735e-06,9.07404137251433e-06,9.073929504666012e-06,9.073816727322992e-06
encoder.layers.0.scale_self_conn.bias,3.988903245044639e-06,3.988896878581727e-06,3.988890966866165e-06,3.988884145655902e-06,3.988878233940341e-06,3.988871867477428e-06,3.988865501014516e-06,3.988859589298954e-06,3.988853222836042e-06,3.988846856373129e-06,3.988840489910217e-06,3.9888345781946555e-06,3.988828211731743e-06,3.98882139052148e-06,3.988815478805918e-06,3.988810021837708e-06,3.988803200627444e-06,3.988796834164532e-06,3.98879092244897e-06,3.988784555986058e-06
encoder.layers.0.forward_edge.weight,3.490741073619574e-05,3.4906894143205136e-05,3.490637391223572e-05,3.4905857319245115e-05,3.49053370882757e-05,3.490481685730629e-05,3.490430026431568e-05,3.490377639536746e-05,3.490325980237685e-05,3.490273957140744e-05,3.490221934043802e-05,3.490169910946861e-05,3.4901178878499195e-05,3.4900655009550974e-05,3.490013114060275e-05,3.489960727165453e-05,3.4899090678663924e-05,3.48985668097157e-05,3.489804294076748e-05,3.489751907181926e-05
encoder.layers.0.forward_edge.bias,7.813606316631194e-06,7.813581760274246e-06,7.813557203917298e-06,7.813531738065649e-06,7.813507181708701e-06,7.813482625351753e-06,7.813458068994805e-06,7.813434422132559e-06,7.81340895628091e-06,7.813384399923962e-06,7.813358934072312e-06,7.813335287210066e-06,7.813309821358416e-06,7.813284355506767e-06,7.81326070864452e-06,7.813236152287573e-06,7.813210686435923e-06,7.813186130078975e-06,7.813160664227325e-06,7.81313701736508e-06
encoder.layers.0.scale_forward.weight,8.262251867563464e-06,8.262205483333673e-06,8.262160008598585e-06,8.262115443358198e-06,8.262069059128407e-06,8.262023584393319e-06,8.26197810965823e-06,8.261932634923141e-06,8.261888069682755e-06,8.261840775958262e-06,8.261797120212577e-06,8.261749826488085e-06,8.261704351752996e-06,8.26165978651261e-06,8.261614311777521e-06,8.261567018053029e-06,8.26152154331794e-06,8.261476978077553e-06,8.261430593847763e-06,8.261384209617972e-06
encoder.layers.0.scale_forward.bias,2.247839120173012e-06,2.247836164315231e-06,2.247833435831126e-06,2.2478302525996696e-06,2.247827296741889e-06,2.247824340884108e-06,2.2478213850263273e-06,2.2478184291685466e-06,2.247815473310766e-06,2.2478122900793096e-06,2.247809334221529e-06,2.247806378363748e-06,2.2478036498796428e-06,2.247800694021862e-06,2.2477977381640812e-06,2.247794554932625e-06,2.247791371701169e-06,2.2477881884697126e-06,2.2477854599856073e-06,2.247782731501502e-06
encoder.layers.0.back_edge.weight,3.557326999725774e-05,3.557255695341155e-05,3.5571851185522974e-05,3.5571134503697976e-05,3.5570421459851786e-05,3.5569708416005597e-05,3.5568995372159407e-05,3.5568282328313217e-05,3.556756564648822e-05,3.556685260264203e-05,3.5566132282838225e-05,3.556542287697084e-05,3.556470255716704e-05,3.556398587534204e-05,3.556327283149585e-05,3.556254887371324e-05,3.556183219188824e-05,3.5561115510063246e-05,3.556039882823825e-05,3.5559678508434445e-05
encoder.layers.0.back_edge.bias,7.469079264410539e-06,7.469045158359222e-06,7.469011961802607e-06,7.468978310498642e-06,7.468944659194676e-06,7.468911007890711e-06,7.468877811334096e-06,7.46884416003013e-06,7.468810053978814e-06,7.468776402674848e-06,7.468742751370883e-06,7.468708645319566e-06,7.468675448762951e-06,7.468641342711635e-06,7.4686072366603184e-06,7.468573130609002e-06,7.468539934052387e-06,7.468505828001071e-06,7.468472176697105e-06,7.468438070645789e-06
encoder.layers.0.scale_back.weight,7.786467904224992e-06,7.786403330101166e-06,7.78633875597734e-06,7.786274181853514e-06,7.78621051722439e-06,7.786145033605862e-06,7.786080459482037e-06,7.78601588535821e-06,7.785950401739683e-06,7.785885827615857e-06,7.785821253492031e-06,7.785755769873504e-06,7.785691195749678e-06,7.78562571213115e-06,7.785561138007324e-06,7.785496563883498e-06,7.78543108026497e-06,7.785365596646443e-06,7.785300113027915e-06,7.78523553890409e-06
encoder.layers.0.scale_back.bias,1.0295015044903266e-06,1.0295000265614362e-06,1.0294985486325459e-06,1.0294970707036555e-06,1.029495592774765e-06,1.0294941148458747e-06,1.0294926369169843e-06,1.0294909316144185e-06,1.0294895673723659e-06,1.0294882031303132e-06,1.0294864978277474e-06,1.0294851335856947e-06,1.0294835419699666e-06,1.0294820640410762e-06,1.0294805861121858e-06,1.0294792218701332e-06,1.0294777439412428e-06,1.0294761523255147e-06,1.0294745607097866e-06,1.029473196467734e-06
encoder.layers.1.self_connection.weight,3.494246266200207e-05,3.49421170540154e-05,3.4941771446028724e-05,3.4941422200063244e-05,3.494107659207657e-05,3.4940730984089896e-05,3.494038537610322e-05,3.494003976811655e-05,3.493969052215107e-05,3.493934127618559e-05,3.493899566819891e-05,3.493864642223343e-05,3.493830081424676e-05,3.493795156828128e-05,3.493759868433699e-05,3.493724943837151e-05,3.4936903830384836e-05,3.493655094644055e-05,3.493619806249626e-05,3.493584881653078e-05
encoder.layers.1.self_connection.bias,5.413441613200121e-06,5.4134179663378745e-06,5.4133943194756284e-06,5.4133697631186806e-06,5.413345661509084e-06,5.4133220146468375e-06,5.4132979130372405e-06,5.4132738114276435e-06,5.4132501645653974e-06,5.413226517703151e-06,5.413202416093554e-06,5.4131778597366065e-06,5.4131537581270095e-06,5.4131296565174125e-06,5.4131055549078155e-06,5.4130819080455694e-06,5.4130578064359725e-06,5.413033250079025e-06,5.4130096032167785e-06,5.412985046859831e-06
encoder.layers.1.scale_self_conn.weight,9.715279702504631e-06,9.715228770801332e-06,9.715178748592734e-06,9.715127816889435e-06,9.715079613670241e-06,9.71502777247224e-06,9.714978659758344e-06,9.714927728055045e-06,9.714877705846447e-06,9.714826774143148e-06,9.714777661429252e-06,9.714725820231251e-06,9.714676707517356e-06,9.714624866319355e-06,9.714574844110757e-06,9.714523912407458e-06,9.71447389019886e-06,9.71442204900086e-06,9.714372026792262e-06,9.714321095088962e-06
encoder.layers.1.scale_self_conn.bias,1.611669858903042e-06,1.6116667893584236e-06,1.611663719813805e-06,1.6116605365823489e-06,1.6116573533508927e-06,1.6116542838062742e-06,1.6116512142616557e-06,1.6116481447170372e-06,1.611644961485581e-06,1.611641664567287e-06,1.6116385950226686e-06,1.6116355254780501e-06,1.6116322285597562e-06,1.6116292727019754e-06,1.6116260894705192e-06,1.611622906239063e-06,1.6116198366944445e-06,1.6116166534629883e-06,1.6116135839183698e-06,1.6116104006869136e-06
encoder.layers.1.forward_edge.weight,3.0373317713383585e-05,3.037301212316379e-05,3.0372711989912204e-05,3.037240639969241e-05,3.037210444745142e-05,3.0371800676221028e-05,3.0371495086001232e-05,3.037119131477084e-05,3.0370885724551044e-05,3.0370581953320652e-05,3.037027818209026e-05,3.0369974410859868e-05,3.036966700165067e-05,3.0369363230420277e-05,3.0369054002221674e-05,3.036875023099128e-05,3.0368444640771486e-05,3.036813905055169e-05,3.036783164134249e-05,3.0367526051122695e-05
encoder.layers.1.forward_edge.bias,4.649817128665745e-06,4.649798029277008e-06,4.649778929888271e-06,4.649761194741586e-06,4.649742095352849e-06,4.649723450711463e-06,4.649704806070076e-06,4.649686616176041e-06,4.6496679715346545e-06,4.649649326893268e-06,4.649630227504531e-06,4.649611582863145e-06,4.649592483474407e-06,4.649573838833021e-06,4.649555194191635e-06,4.649536549550248e-06,4.649517904908862e-06,4.649499260267476e-06,4.649480160878738e-06,4.649461061490001e-06
encoder.layers.1.scale_forward.weight,9.177346328215208e-06,9.17722900339868e-06,9.177112588076852e-06,9.176996172755025e-06,9.176878847938497e-06,9.176761523121968e-06,9.17664419830544e-06,9.176525963994209e-06,9.17640863917768e-06,9.176292223855853e-06,9.176174899039324e-06,9.176056664728094e-06,9.175939339911565e-06,9.175821105600335e-06,9.175703780783806e-06,9.175586455967277e-06,9.175468221656047e-06,9.175349987344816e-06,9.175232662528288e-06,9.175114428217057e-06
encoder.layers.1.scale_forward.bias,1.7460023400417413e-06,1.7459984746892587e-06,1.7459946093367762e-06,1.7459907439842937e-06,1.7459868786318111e-06,1.7459830132793286e-06,1.745979147926846e-06,1.7459751688875258e-06,1.7459713035350433e-06,1.7459675518693984e-06,1.745963686516916e-06,1.7459597074775957e-06,1.7459558421251131e-06,1.7459518630857929e-06,1.745948111420148e-06,1.7459443597545032e-06,1.7459402670283453e-06,1.7459365153627004e-06,1.745932650010218e-06,1.745928898344573e-06
encoder.layers.1.back_edge.weight,3.0332072128658183e-05,3.0331781090353616e-05,3.033148641407024e-05,3.0331191737786867e-05,3.03309006994823e-05,3.033060784218833e-05,3.033031134691555e-05,3.033001848962158e-05,3.03297219943488e-05,3.032942913705483e-05,3.032913082279265e-05,3.0328839784488082e-05,3.0328543289215304e-05,3.0328250431921333e-05,3.0327953936648555e-05,3.0327657441375777e-05,3.0327362765092403e-05,3.0327066269819625e-05,3.0326769774546847e-05,3.0326475098263472e-05
encoder.layers.1.back_edge.bias,4.9656873670755886e-06,4.9656678129395004e-06,4.965648258803412e-06,4.965628249919973e-06,4.965609150531236e-06,4.965589141647797e-06,4.965569587511709e-06,4.965550033375621e-06,4.965530479239533e-06,4.965510470356094e-06,4.965490916220006e-06,4.965470907336567e-06,4.9654513532004785e-06,4.96543179906439e-06,4.9654113354336005e-06,4.965391781297512e-06,4.965372227161424e-06,4.965352673025336e-06,4.965332664141897e-06,4.965313110005809e-06
