epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,20.57706642150879,26.509900331497192,124.53595733642578
1,21.03995132446289,14.610206127166748,112.93858790397644
2,22.963464736938477,24.95423173904419,123.78742384910583
3,24.726945877075195,14.350035190582275,112.10269570350647
4,26.52189064025879,25.247021913528442,123.65381622314453
5,25.378894805908203,14.66100025177002,113.37187767028809
6,28.5614013671875,25.574383974075317,123.7329409122467
7,29.854095458984375,14.828429937362671,112.35486483573914
8,30.748294830322266,25.815486669540405,123.52464699745178
9,28.103219985961914,14.880301237106323,112.17698311805725
10,28.082775115966797,25.17059636116028,122.63035941123962
