epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,18.75524139404297,26.892160177230835,89.26396226882935
1,20.956134796142578,27.437556743621826,90.0983955860138
2,16.249916076660156,28.03098177909851,90.23097395896912
3,18.182170867919922,27.89725613594055,90.04103541374207
4,19.337800979614258,28.600091457366943,90.97040677070618
5,17.949909210205078,27.868701219558716,89.92797541618347
6,20.83483123779297,28.083956718444824,89.97210311889648
7,18.390270233154297,27.200525045394897,90.0311963558197
8,19.079954147338867,27.30827260017395,89.54346656799316
9,18.865320205688477,27.723498821258545,90.38413310050964
10,15.98961353302002,27.439544916152954,89.42292594909668
