epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,24.283403396606445,25.397358655929565,124.38046264648438
1,22.830570220947266,14.755270957946777,114.36975526809692
2,30.283599853515625,24.980444192886353,125.03957033157349
3,26.825481414794922,13.645070791244507,112.19590306282043
4,8.50210189819336,22.6012761592865,121.47900032997131
5,14.316308975219727,14.01708984375,112.20287108421326
6,12.989300727844238,23.374389171600342,122.29721069335938
7,16.544538497924805,13.719693660736084,111.97966623306274
8,16.28156280517578,23.814305543899536,121.81475973129272
9,15.07742977142334,13.99527907371521,112.3291323184967
10,14.725059509277344,23.547160863876343,121.02288889884949
