epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,14.12838077545166,25.679099082946777,125.63454723358154
1,14.455879211425781,14.810409307479858,114.24353241920471
2,14.112788200378418,23.457284212112427,121.60021948814392
3,15.639394760131836,14.083336591720581,111.25922727584839
4,14.521008491516113,23.496546506881714,120.16576433181763
5,14.335661888122559,13.51651668548584,110.17651724815369
6,13.549870491027832,23.137595891952515,120.34277176856995
7,15.3076171875,13.813918828964233,110.90327072143555
8,14.261931419372559,23.348644971847534,120.7242157459259
9,14.269865036010742,13.535116910934448,110.1714723110199
10,14.70533561706543,23.163208484649658,119.6258237361908
