epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,11.118620872497559,28.513121604919434,89.50322532653809
1,10.82276725769043,28.145673274993896,89.58007526397705
2,4.290440559387207,27.763338327407837,89.58509874343872
3,7.853147506713867,27.949389696121216,90.24383401870728
4,7.535865783691406,27.702566862106323,89.40917634963989
5,8.189824104309082,27.12278914451599,88.29233193397522
6,8.939277648925781,27.823572158813477,90.17356896400452
7,8.990422248840332,28.754523515701294,90.16092681884766
8,8.421832084655762,27.976485013961792,89.23072934150696
9,8.422938346862793,27.072962284088135,89.16199994087219
10,6.404441833496094,26.767247438430786,88.30327105522156
11,8.755305290222168,27.95238447189331,88.91931343078613
12,8.860158920288086,27.601866245269775,88.53447365760803
13,7.47595739364624,27.45664358139038,88.14176869392395
14,8.035680770874023,27.235737323760986,87.97922396659851
15,9.588611602783203,27.37661051750183,87.74025273323059
16,7.311779022216797,27.811898946762085,88.56451678276062
17,7.593348503112793,27.72386360168457,88.4410011768341
18,8.065896987915039,27.56687045097351,88.52779054641724
19,8.96473217010498,27.771135568618774,88.9188027381897
20,7.596299171447754,27.827888250350952,88.56401300430298
21,8.134940147399902,27.555201768875122,88.29700875282288
22,5.513963222503662,28.122421979904175,89.78604769706726
23,6.566771984100342,27.932411432266235,88.79117178916931
24,7.996580123901367,27.67073154449463,88.81699514389038
25,7.542109489440918,27.729336738586426,89.08805632591248
