layer,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,batch_10,batch_11,batch_12,batch_13,batch_14,batch_15,batch_16,batch_17,batch_18,batch_19
encoder.layers.0.self_connection.weight,3.756918158615008e-05,3.758085222216323e-05,3.759109313250519e-05,3.7600046198349446e-05,3.760782419703901e-05,3.761453626793809e-05,3.76202842744533e-05,3.7625166442012414e-05,3.7629255530191585e-05,3.7632635212503374e-05,3.7635370972566307e-05,3.763752829399891e-05,3.76391653844621e-05,3.7640325899701566e-05,3.76410607714206e-05,3.764141001738608e-05,3.76414209313225e-05,3.764111897908151e-05,3.764053690247238e-05,3.763970380532555e-05
encoder.layers.0.self_connection.bias,8.714477189641912e-06,8.71474276209483e-06,8.714936484466307e-06,8.71506654220866e-06,8.715139301784802e-06,8.71515840117354e-06,8.715130206837784e-06,8.715060175745748e-06,8.714951036381535e-06,8.714807336218655e-06,8.714631803741213e-06,8.714427167433314e-06,8.714198884263169e-06,8.713946044736076e-06,8.713672286830842e-06,8.713379429536872e-06,8.713070201338269e-06,8.712746421224438e-06,8.712408089195378e-06,8.712056114745792e-06
encoder.layers.0.scale_self_conn.weight,7.3534260991436895e-06,7.355794878094457e-06,7.357918093475746e-06,7.3598184826551005e-06,7.361519237747416e-06,7.3630390033940785e-06,7.3643964242364746e-06,7.365605597442482e-06,7.366683348664083e-06,7.367640591837699e-06,7.368490969383856e-06,7.369244030996924e-06,7.369910235865973e-06,7.3704968599486165e-06,7.37101163394982e-06,7.37146319806925e-06,7.371857009275118e-06,7.372198524535634e-06,7.372492746071657e-06,7.3727437666093465e-06
encoder.layers.0.scale_self_conn.bias,2.951951955765253e-06,2.952762542918208e-06,2.9534912755480036e-06,2.954147021227982e-06,2.9547363737947308e-06,2.955266381832189e-06,2.9557427296822425e-06,2.9561706469394267e-06,2.956554453703575e-06,2.9568996069428977e-06,2.957209062515176e-06,2.9574864583992166e-06,2.957734977826476e-06,2.957958486149437e-06,2.9581578928628005e-06,2.9583363811980234e-06,2.9584955427708337e-06,2.9586381060653366e-06,2.9587652079499094e-06,2.9588779852929292e-06
encoder.layers.0.forward_edge.weight,3.902389289578423e-05,3.9032991480780765e-05,3.904090408468619e-05,3.90477325709071e-05,3.905358971678652e-05,3.905855191987939e-05,3.9062713767634705e-05,3.906615893356502e-05,3.906893834937364e-05,3.9071132050594315e-05,3.9072783692972735e-05,3.9073958760127425e-05,3.907469363184646e-05,3.907503923983313e-05,3.9075021049939096e-05,3.9074686355888844e-05,3.907406789949164e-05,3.9073183870641515e-05,3.907206337316893e-05,3.907073551090434e-05
encoder.layers.0.forward_edge.bias,8.353457815246657e-06,8.353519660886377e-06,8.353544217243325e-06,8.3535314843175e-06,8.353486009582411e-06,8.353410521522164e-06,8.353308658115566e-06,8.353183147846721e-06,8.353035809705034e-06,8.352870281669311e-06,8.352685654244851e-06,8.35248465591576e-06,8.352270015166141e-06,8.3520435509854e-06,8.351803444384132e-06,8.351554242835846e-06,8.351294127351139e-06,8.351026735908817e-06,8.350750249519479e-06,8.350467396667227e-06
encoder.layers.0.scale_forward.weight,1.3671457054442726e-05,1.367350614600582e-05,1.3675293303094804e-05,1.3676847629540134e-05,1.3678190043719951e-05,1.3679343283001799e-05,1.3680322808795609e-05,1.3681148629984818e-05,1.3681832570000552e-05,1.3682391909242142e-05,1.368283756164601e-05,1.3683179531653877e-05,1.3683430552191567e-05,1.3683597899216693e-05,1.3683690667676274e-05,1.3683713405043818e-05,1.3683676115761045e-05,1.3683582437806763e-05,1.3683439647138584e-05,1.3683251381735317e-05
encoder.layers.0.scale_forward.bias,2.275753558933502e-06,2.276188979521976e-06,2.2765798348700628e-06,2.276930899824947e-06,2.2772464944864623e-06,2.277529574712389e-06,2.2777837784815347e-06,2.278011606904329e-06,2.278215788464877e-06,2.2783988242736086e-06,2.2785629880672786e-06,2.278708961966913e-06,2.278839701830293e-06,2.2789567992731463e-06,2.2790609364164993e-06,2.2791534775024047e-06,2.2792360141465906e-06,2.279309001096408e-06,2.2793740299675846e-06,2.2794317828811472e-06
encoder.layers.0.back_edge.weight,3.8879144995007664e-05,3.888798164553009e-05,3.889561412506737e-05,3.890215157298371e-05,3.890770676662214e-05,3.8912356103537604e-05,3.8916194171179086e-05,3.8919308281037956e-05,3.892174572683871e-05,3.8923586544115096e-05,3.892489257850684e-05,3.892570020980202e-05,3.892607128364034e-05,3.8926038541831076e-05,3.892564927809872e-05,3.892493259627372e-05,3.892392123816535e-05,3.892264794558287e-05,3.8921138184377924e-05,3.8919410144444555e-05
encoder.layers.0.back_edge.bias,9.62717786023859e-06,9.627043255022727e-06,9.626894097891636e-06,9.62673220783472e-06,9.626559403841384e-06,9.626374776416924e-06,9.626180144550744e-06,9.625976417737547e-06,9.625764505472034e-06,9.625545317248907e-06,9.625320672057569e-06,9.625086931919213e-06,9.624850463296752e-06,9.624607628211379e-06,9.624361155147199e-06,9.624109225114807e-06,9.623854566598311e-06,9.623595360608306e-06,9.623334335628897e-06,9.62306876317598e-06
encoder.layers.0.scale_back.weight,1.083384904632112e-05,1.0836046385520604e-05,1.0837988156708889e-05,1.083969709725352e-05,1.0841198673006147e-05,1.0842509254871402e-05,1.0843650670722127e-05,1.0844640200957656e-05,1.0845489669009112e-05,1.0846214536286425e-05,1.084682753571542e-05,1.0847338671737816e-05,1.0847757948795334e-05,1.0848095371329691e-05,1.0848358215298504e-05,1.0848553756659385e-05,1.084869018086465e-05,1.0848771125893109e-05,1.0848802048712969e-05,1.0848788406292442e-05
encoder.layers.0.scale_back.bias,3.2628033750370378e-06,3.263294956923346e-06,3.2637369713484077e-06,3.2641335110383807e-06,3.2644888960930984e-06,3.26480767398607e-06,3.2650932553224266e-06,3.265349505454651e-06,3.2655784707458224e-06,3.2657833344273968e-06,3.265966142862453e-06,3.2661293971614214e-06,3.266274916313705e-06,3.2664045193087077e-06,3.266519570388482e-06,3.2666214337950805e-06,3.266711928517907e-06,3.2667921914253384e-06,3.2668619951436995e-06,3.2669240681570955e-06
