layer,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,batch_10,batch_11,batch_12,batch_13,batch_14,batch_15,batch_16,batch_17,batch_18,batch_19
encoder.layers.0.self_connection.weight,2.9955452191643417e-05,2.995531031046994e-05,2.9955164791317657e-05,2.995501745317597e-05,2.995487375301309e-05,2.9954728233860806e-05,2.9954582714708522e-05,2.9954439014545642e-05,2.9954291676403955e-05,2.995414615725167e-05,2.9954000638099387e-05,2.9953855118947104e-05,2.9953705961816013e-05,2.9953558623674326e-05,2.9953414923511446e-05,2.995326758536976e-05,2.995312024722807e-05,2.995297109009698e-05,2.9952825570944697e-05,2.9952680051792413e-05
encoder.layers.0.self_connection.bias,8.577741027693264e-06,8.577709195378702e-06,8.57767736306414e-06,8.577645530749578e-06,8.57761551742442e-06,8.577581866120454e-06,8.577550033805892e-06,8.577519110986032e-06,8.57748727867147e-06,8.57745635585161e-06,8.577423614042345e-06,8.577391781727783e-06,8.577360858907923e-06,8.57732811709866e-06,8.577297194278799e-06,8.577264452469535e-06,8.577232620154973e-06,8.577200787840411e-06,8.577168046031147e-06,8.577136213716585e-06
encoder.layers.0.scale_self_conn.weight,6.659962309640832e-06,6.659953669441165e-06,6.6599450292414986e-06,6.659937753283884e-06,6.659928658336867e-06,6.659920472884551e-06,6.659912742179586e-06,6.659903647232568e-06,6.659895916527603e-06,6.659886821580585e-06,6.65987909087562e-06,6.659870905423304e-06,6.659861810476286e-06,6.65985362502397e-06,6.659844530076953e-06,6.6598372541193385e-06,6.659828159172321e-06,6.659819064225303e-06,6.659811333520338e-06,6.659802693320671e-06
encoder.layers.0.scale_self_conn.bias,2.167708544220659e-06,2.1677083168469835e-06,2.167707634725957e-06,2.1677074073522817e-06,2.1677071799786063e-06,2.1677067252312554e-06,2.16770649785758e-06,2.1677062704839045e-06,2.167706043110229e-06,2.1677058157365536e-06,2.167705588362878e-06,2.1677051336155273e-06,2.167704906241852e-06,2.1677046788681764e-06,2.167704451494501e-06,2.16770399674715e-06,2.167703541999799e-06,2.1677033146261238e-06,2.1677030872524483e-06,2.1677026325050974e-06
encoder.layers.0.forward_edge.weight,2.819962719513569e-05,2.81994271063013e-05,2.8199225198477507e-05,2.8199025109643117e-05,2.8198825020808727e-05,2.8198624931974337e-05,2.8198424843139946e-05,2.819822111632675e-05,2.819802102749236e-05,2.819782093865797e-05,2.8197617211844772e-05,2.8197417123010382e-05,2.8197213396197185e-05,2.819701148837339e-05,2.8196811399539e-05,2.8196607672725804e-05,2.8196403945912607e-05,2.8196202038088813e-05,2.8195998311275616e-05,2.819579458446242e-05
encoder.layers.0.forward_edge.bias,8.05724357633153e-06,8.057191735133529e-06,8.05714080343023e-06,8.05708987172693e-06,8.057038030528929e-06,8.056988008320332e-06,8.05693616712233e-06,8.05688432592433e-06,8.05683339422103e-06,8.056781553023029e-06,8.056728802330326e-06,8.056678780121729e-06,8.056626029429026e-06,8.056576007220428e-06,8.056523256527726e-06,8.056471415329725e-06,8.056419574131723e-06,8.056367732933722e-06,8.05631498224102e-06,8.05626405053772e-06
encoder.layers.0.scale_forward.weight,6.364399268932175e-06,6.364377895806683e-06,6.36435561318649e-06,6.364334240060998e-06,6.3643128669355065e-06,6.364290584315313e-06,6.364269211189821e-06,6.364247383316979e-06,6.364225555444136e-06,6.364203727571294e-06,6.364182354445802e-06,6.36416098132031e-06,6.364138698700117e-06,6.364116870827274e-06,6.364095497701783e-06,6.364073215081589e-06,6.364050932461396e-06,6.364029559335904e-06,6.3640081862104125e-06,6.363985903590219e-06
encoder.layers.0.scale_forward.bias,1.5270222775143338e-06,1.5270220501406584e-06,1.5270219364538207e-06,1.527021822766983e-06,1.5270215953933075e-06,1.527021368019632e-06,1.5270212543327943e-06,1.527021026959119e-06,1.527021026959119e-06,1.5270207995854435e-06,1.5270206858986057e-06,1.5270204585249303e-06,1.5270204585249303e-06,1.5270202311512548e-06,1.5270201174644171e-06,1.5270201174644171e-06,1.5270198900907417e-06,1.527019776403904e-06,1.5270195490302285e-06,1.5270195490302285e-06
encoder.layers.0.back_edge.weight,2.7255313398200087e-05,2.7255113309365697e-05,2.7254911401541904e-05,2.725470949371811e-05,2.7254507585894316e-05,2.7254305678070523e-05,2.7254105589236133e-05,2.7253901862422936e-05,2.725369813560974e-05,2.7253496227785945e-05,2.725329431996215e-05,2.725308877415955e-05,2.7252886866335757e-05,2.7252684958511963e-05,2.7252479412709363e-05,2.725227750488557e-05,2.725207195908297e-05,2.725186823226977e-05,2.7251664505456574e-05,2.7251458959653974e-05
encoder.layers.0.back_edge.bias,8.228937076637521e-06,8.228918886743486e-06,8.228901606344152e-06,8.228883416450117e-06,8.228865226556081e-06,8.228847036662046e-06,8.228827937273309e-06,8.228810656873975e-06,8.228793376474641e-06,8.228775186580606e-06,8.228756087191869e-06,8.228737897297833e-06,8.2287206168985e-06,8.228702427004464e-06,8.228684237110429e-06,8.228666956711095e-06,8.22864876681706e-06,8.228629667428322e-06,8.228612387028988e-06,8.228594197134953e-06
