rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.206496462225914,0.2012709677219391,0.4077674150466919
1,0,0.19754350185394287,0.17226842045783997,0.36981192231178284
2,0,0.1790706217288971,0.06545804440975189,0.244528666138649
3,0,0.17582054436206818,0.03414731100201607,0.20996785163879395
4,0,0.16501565277576447,0.030256161466240883,0.1952718198299408
5,0,0.12593169510364532,0.0224081389605999,0.14833983778953552
6,0,0.10366401821374893,0.018660755828022957,0.12232477217912674
7,0,0.07753123342990875,0.011081294156610966,0.08861252665519714
8,0,0.04798051342368126,0.0007160358945839107,0.048696547746658325
9,0,0.039424531161785126,0.001057970686815679,0.040482502430677414
10,0,0.03476805239915848,0.0018549569649621844,0.03662300854921341
11,0,0.027901506051421165,0.00400049053132534,0.031901996582746506
12,0,0.020763641223311424,0.0018075049156323075,0.022571146488189697
13,0,0.015093631111085415,0.0013057093601673841,0.016399340704083443
14,0,0.01016070693731308,0.0010572343599051237,0.011217941530048847
15,0,0.006580005865544081,0.001379921566694975,0.007959927432239056
16,0,0.0042234850116074085,0.0013297173427417874,0.005553202237933874
17,0,0.0021724803373217583,0.0009084395132958889,0.003080919850617647
18,0,0.0014439253136515617,0.0008316085441038013,0.002275533974170685
19,0,0.0011988052865490317,0.0006527832592837512,0.001851588487625122
20,0,0.0009769103489816189,0.0007166645955294371,0.001693574944511056
21,0,0.0006473350222222507,0.0005052384804002941,0.0011525735026225448
22,0,0.00047364187776111066,0.0006065831403248012,0.0010802249889820814
23,0,0.0003575677692424506,0.0007110650767572224,0.0010686328168958426
24,0,0.0003083729825448245,0.0005419236258603632,0.0008502965793013573
25,0,0.0003346750745549798,0.00041369395330548286,0.0007483690278604627
26,0,0.00030232834978960454,0.0006363525753840804,0.0009386809542775154
27,0,0.0002556137915235013,0.000471855397336185,0.0007274692179635167
28,0,0.0002420506498310715,0.0004046994145028293,0.0006467500934377313
29,0,0.0001723461173241958,0.0006280621746554971,0.0008004083065316081
30,0,0.00018221807840745896,0.0005036985967308283,0.0006859166896902025
31,0,0.0001465275272494182,0.0004896314349025488,0.0006361589767038822
32,0,0.00011972332140430808,0.000484432588564232,0.0006041559390723705
33,0,0.00010429834946990013,0.0005604674224741757,0.0006647657719440758
34,0,0.00010395241406513378,0.0004452716966625303,0.0005492240888997912
35,0,0.00010479379125172272,0.00044532117317430675,0.0005501149571500719
36,0,0.00010441827907925472,0.00035857647890225053,0.00046299476525746286
37,0,0.00010482025390956551,0.00047566895955242217,0.0005804892280139029
38,0,7.179474778240547e-05,0.000383916893042624,0.0004557116481009871
39,0,7.844805804779753e-05,0.0004526193952187896,0.0005310674314387143
40,0,7.748174539301544e-05,0.0004409665416460484,0.0005184483015909791
41,0,7.236599776661023e-05,0.00046866716002114117,0.000541033165063709
42,0,6.267189746722579e-05,0.00047949468716979027,0.0005421665846370161
43,0,6.237769412109628e-05,0.0004538019129540771,0.0005161795997992158
44,0,7.103157258825377e-05,0.00043447379721328616,0.0005055053625255823
45,0,5.050850086263381e-05,0.000330580398440361,0.00038108890294097364
46,0,5.444526323117316e-05,0.00041905423859134316,0.0004734995018225163
47,0,4.516458648140542e-05,0.00041153826168738306,0.00045670283725485206
48,0,4.719066419056617e-05,0.0006022046436555684,0.0006493952823802829
49,0,4.3651103624142706e-05,0.0004803821793757379,0.0005240332684479654
