rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.20498023927211761,0.20104175806045532,0.40602201223373413
1,0,0.19735798239707947,0.16485042870044708,0.36220842599868774
2,0,0.18404291570186615,0.03859797120094299,0.22264088690280914
3,0,0.1704665869474411,0.03291606158018112,0.20338264107704163
4,0,0.14658260345458984,0.027425093576312065,0.17400769889354706
5,0,0.11502545326948166,0.02124013565480709,0.1362655907869339
6,0,0.10335396975278854,0.016792234033346176,0.12014620006084442
7,0,0.0802382156252861,0.009855675511062145,0.09009388834238052
8,0,0.0497661754488945,0.0014216492418199778,0.051187824457883835
9,0,0.040383230894804,0.0006417097174562514,0.04102494195103645
10,0,0.037183135747909546,0.0007625882280990481,0.03794572502374649
11,0,0.03435000404715538,0.0012033821549266577,0.03555338457226753
12,0,0.030991682782769203,0.0015748211881145835,0.03256650269031525
13,0,0.024931227788329124,0.002414465183392167,0.027345692738890648
14,0,0.015082334168255329,0.003110576421022415,0.01819290965795517
15,0,0.00651656836271286,0.0021896325051784515,0.008706200867891312
16,0,0.0038150378968566656,0.0018779310630634427,0.00569296907633543
17,0,0.001963988645002246,0.0011224972549825907,0.0030864858999848366
18,0,0.001001838012598455,0.0008156541152857244,0.0018174920696765184
19,0,0.0007543714018538594,0.0006654675235040486,0.001419838983565569
20,0,0.0005036122747696936,0.0004989223671145737,0.0010025346418842673
21,0,0.0003745787253137678,0.0003987922100350261,0.0007733709644526243
22,0,0.00025107525289058685,0.00032858975464478135,0.0005796650075353682
23,0,0.0001902194053400308,0.0002928640169557184,0.0004830834222957492
24,0,0.00012139987666159868,0.00022941699717193842,0.0003508168738335371
25,0,0.00010114598990185186,0.0002072440693154931,0.0003083900664933026
26,0,8.758139301789925e-05,0.00021340216335374862,0.00030098354909569025
27,0,8.649420487927273e-05,0.00015817505482118577,0.0002446692669764161
28,0,7.154941704357043e-05,0.00013209223106969148,0.00020364165538921952
29,0,6.142115307739004e-05,0.00015699819778092206,0.00021841935813426971
30,0,5.593657260760665e-05,0.00012926429917570204,0.00018520087178330868
31,0,4.9824477173388004e-05,0.0001271777000511065,0.00017700217722449452
32,0,4.930114300805144e-05,0.00011485577851999551,0.00016415692516602576
33,0,4.65984339825809e-05,0.00011259048915235326,0.00015918893041089177
34,0,4.818367960979231e-05,0.00010364969057263806,0.00015183337382040918
35,0,4.1305302147520706e-05,9.746477007865906e-05,0.00013877007586415857
36,0,3.8603782741120085e-05,0.0001079360517906025,0.0001465398381697014
37,0,3.823446968453936e-05,0.00010111431765835732,0.0001393487909808755
38,0,3.3017397072399035e-05,0.00010711994400480762,0.00014013734471518546
39,0,3.4378528653178364e-05,9.992704872274771e-05,0.00013430557737592608
40,0,2.8722284696414135e-05,0.00011690943210851401,0.00014563171134795994
41,0,3.0977251299191266e-05,0.00010874161671381444,0.00013971887528896332
42,0,3.0473946026177146e-05,0.00010133054456673563,0.00013180449604988098
43,0,2.843356014636811e-05,0.00010597387881716713,0.00013440744078252465
44,0,2.517008761060424e-05,0.00010096259211422876,0.0001261326833628118
45,0,2.5592089514248073e-05,7.997394277481362e-05,0.0001055660322890617
46,0,2.654266427271068e-05,9.853024675976485e-05,0.00012507291103247553
47,0,2.5259494577767327e-05,8.656783757032827e-05,0.0001118273357860744
48,0,2.4448871045024134e-05,0.00010473021393408999,0.00012917908316012472
49,0,2.2471904230769724e-05,0.00011162098235217854,0.00013409288658294827
