epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,11.414593696594238,26.949415922164917,127.5212652683258
1,18.364519119262695,15.200775384902954,115.84128832817078
2,22.151147842407227,26.583568334579468,127.28787469863892
3,13.402700424194336,15.339699983596802,114.98737931251526
4,22.309837341308594,25.114003658294678,127.55051231384277
5,18.05202293395996,15.85396146774292,119.37204694747925
6,25.638521194458008,26.485529899597168,127.13466835021973
7,23.771167755126953,15.276734113693237,115.6608099937439
8,17.374122619628906,26.542351722717285,127.17818808555603
9,17.52019500732422,15.479182481765747,116.37306070327759
10,23.220474243164062,26.298718690872192,127.05641674995422
