layer,batch_0,batch_1,batch_2,batch_3,batch_4,batch_5,batch_6,batch_7,batch_8,batch_9,batch_10,batch_11,batch_12,batch_13,batch_14,batch_15,batch_16,batch_17,batch_18,batch_19
encoder.layers.0.self_connection.weight,4.012545105069876e-05,4.012137287645601e-05,4.011728742625564e-05,4.0113205614034086e-05,4.010912380181253e-05,4.010503471363336e-05,4.01009529014118e-05,4.009686381323263e-05,4.0092778363032266e-05,4.0088689274853095e-05,4.008459654869512e-05,4.0080507460515946e-05,4.007641473435797e-05,4.0072314732242376e-05,4.00682220060844e-05,4.006412564194761e-05,4.0060032915789634e-05,4.0055929275695235e-05,4.005183291155845e-05,4.004772927146405e-05
encoder.layers.0.self_connection.bias,8.595005056122318e-06,8.594832252128981e-06,8.594659448135644e-06,8.594484825152904e-06,8.594312021159567e-06,8.594138307671528e-06,8.59396459418349e-06,8.59378997120075e-06,8.59361625771271e-06,8.59344163472997e-06,8.59326701174723e-06,8.593093298259191e-06,8.59291867527645e-06,8.59274405229371e-06,8.592568519816268e-06,8.592393896833528e-06,8.592219273850787e-06,8.592043741373345e-06,8.591868208895903e-06,8.591692676418461e-06
encoder.layers.0.scale_self_conn.weight,1.0303205272066407e-05,1.0302543159923516e-05,1.0301880138285924e-05,1.030121620715363e-05,1.0300554095010739e-05,1.0299889254383743e-05,1.029922623274615e-05,1.029855957312975e-05,1.0297894732502755e-05,1.0297228982381057e-05,1.0296564141754061e-05,1.029589657264296e-05,1.0295230822521262e-05,1.0294564162904862e-05,1.029389568429906e-05,1.0293227205693256e-05,1.0292558727087453e-05,1.0291891157976352e-05,1.0291221769875847e-05,1.029055147228064e-05
encoder.layers.0.scale_self_conn.bias,4.275967057765229e-06,4.275929313735105e-06,4.2758915697049815e-06,4.275853825674858e-06,4.2758156268973835e-06,4.275778337614611e-06,4.275740138837136e-06,4.275702849554364e-06,4.275664650776889e-06,4.275626906746766e-06,4.275588707969291e-06,4.275550509191817e-06,4.275512310414342e-06,4.275474566384219e-06,4.275436367606744e-06,4.27539816882927e-06,4.275359515304444e-06,4.275321771274321e-06,4.275283572496846e-06,4.275244918972021e-06
encoder.layers.0.forward_edge.weight,3.711505632963963e-05,3.711018871399574e-05,3.710532109835185e-05,3.710045348270796e-05,3.709558950504288e-05,3.7090718251420185e-05,3.7085850635776296e-05,3.7080986658111215e-05,3.707611540448852e-05,3.7071255064802244e-05,3.706638381117955e-05,3.706151619553566e-05,3.705665221787058e-05,3.705178460222669e-05,3.7046913348603994e-05,3.7042045732960105e-05,3.7037178117316216e-05,3.7032314139651135e-05,3.7027446524007246e-05,3.702257890836336e-05
encoder.layers.0.forward_edge.bias,7.817811820132192e-06,7.817674486432225e-06,7.817535333742853e-06,7.817396181053482e-06,7.817257937858813e-06,7.817118785169441e-06,7.81697963248007e-06,7.8168413892854e-06,7.816701327101327e-06,7.816562174411956e-06,7.816423021722585e-06,7.816282959538512e-06,7.81614380684914e-06,7.816003744665068e-06,7.815864591975696e-06,7.815724529791623e-06,7.81558446760755e-06,7.815444405423477e-06,7.815304343239404e-06,7.815164281055331e-06
encoder.layers.0.scale_forward.weight,8.943212378653698e-06,8.942886779550463e-06,8.94256208994193e-06,8.942234671849292e-06,8.941909072746057e-06,8.94158256414812e-06,8.941255146055482e-06,8.940929546952248e-06,8.94060212885961e-06,8.940274710766971e-06,8.939947292674333e-06,8.939618055592291e-06,8.939290637499653e-06,8.938962309912313e-06,8.938633982324973e-06,8.938305654737633e-06,8.937977327150293e-06,8.937648090068251e-06,8.937318852986209e-06,8.936988706409466e-06
encoder.layers.0.scale_forward.bias,2.3459913336409954e-06,2.3459745079890126e-06,2.3459574549633544e-06,2.3459406293113716e-06,2.345923803659389e-06,2.3459067506337306e-06,2.345889470234397e-06,2.3458728719560895e-06,2.3458558189304313e-06,2.3458385385310976e-06,2.3458217128791148e-06,2.345804887227132e-06,2.3457876068277983e-06,2.34577055380214e-06,2.3457539555238327e-06,2.345736675124499e-06,2.3457196220988408e-06,2.3457021143258316e-06,2.345685288673849e-06,2.3456682356481906e-06
encoder.layers.0.back_edge.weight,3.666126212920062e-05,3.665528493002057e-05,3.664931864477694e-05,3.664334144559689e-05,3.6637367884395644e-05,3.663139068521559e-05,3.6625420761993155e-05,3.661945083877072e-05,3.661347727756947e-05,3.660750371636823e-05,3.660153379314579e-05,3.6595560231944546e-05,3.658959030872211e-05,3.658362038549967e-05,3.6577650462277234e-05,3.6571680539054796e-05,3.656570697785355e-05,3.655974069260992e-05,3.6553770769387484e-05,3.654780448414385e-05
encoder.layers.0.back_edge.bias,8.101652383629698e-06,8.101435014395975e-06,8.101216735667549e-06,8.100999366433825e-06,8.1007810877054e-06,8.100561899482273e-06,8.100344530248549e-06,8.100125342025422e-06,8.099907063296996e-06,8.09968878456857e-06,8.099468686850742e-06,8.099249498627614e-06,8.099030310404487e-06,8.09881112218136e-06,8.09859102446353e-06,8.098371836240403e-06,8.098151738522574e-06,8.097931640804745e-06,8.097711543086916e-06,8.097491445369087e-06
