epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,14.432287216186523,24.931176900863647,122.40849590301514
1,17.015398025512695,13.881928205490112,110.35867023468018
2,20.004676818847656,22.74807643890381,120.36471390724182
3,16.494487762451172,13.535860061645508,110.5859146118164
4,17.267847061157227,22.988926887512207,120.00571393966675
5,16.91913604736328,13.605547428131104,110.59749054908752
6,14.008069038391113,23.65500259399414,120.49332761764526
7,18.4910945892334,13.598344564437866,109.8503475189209
8,17.280078887939453,23.3076012134552,119.80796813964844
9,16.323774337768555,14.019851684570312,110.21802115440369
10,15.018547058105469,23.459738969802856,119.64766955375671
