epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,34.90757369995117,25.96147060394287,108.07854843139648
1,34.29744338989258,27.008853435516357,108.01746034622192
2,34.23285675048828,25.338324546813965,106.53252792358398
3,34.94324493408203,26.733728885650635,107.43899583816528
4,34.762908935546875,26.137592554092407,106.99846982955933
5,34.02370071411133,25.43649959564209,106.53168654441833
6,34.55224609375,25.717390775680542,106.73090648651123
7,33.38157653808594,26.038858890533447,107.13798189163208
8,33.937339782714844,25.86327576637268,107.01032280921936
9,33.558868408203125,25.621537685394287,106.87799096107483
10,33.288299560546875,25.251316785812378,106.22237133979797
