epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,15.218072891235352,26.53092050552368,107.9375650882721
1,17.002910614013672,24.62238883972168,107.36841320991516
2,16.472118377685547,25.22113299369812,110.66705441474915
3,16.479957580566406,25.520209789276123,110.22498536109924
4,16.591733932495117,24.592063665390015,106.7746593952179
5,14.442771911621094,24.143818378448486,108.79713177680969
6,14.027571678161621,25.292168855667114,110.16633725166321
7,18.047046661376953,25.28082013130188,111.07865619659424
8,14.344877243041992,25.43996572494507,109.85308885574341
9,17.79892349243164,24.84168553352356,108.23452973365784
10,14.595061302185059,25.07597851753235,108.26400327682495
