rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.2111215442419052,0.20431506633758545,0.41543662548065186
1,0,0.2023678869009018,0.16727587580680847,0.3696437478065491
2,0,0.18047647178173065,0.045816175639629364,0.22629263997077942
3,0,0.1699078381061554,0.031063955277204514,0.2009717971086502
4,0,0.14440445601940155,0.02755759470164776,0.17196205258369446
5,0,0.11664807051420212,0.020808666944503784,0.1374567449092865
6,0,0.10806760936975479,0.01848027855157852,0.1265478879213333
7,0,0.10148095339536667,0.016108371317386627,0.1175893247127533
8,0,0.08265884220600128,0.008390819653868675,0.0910496637225151
9,0,0.04642457515001297,0.0013927530962973833,0.047817327082157135
10,0,0.03699616342782974,0.0011312467977404594,0.038127411156892776
11,0,0.033405762165784836,0.0011036359937861562,0.03450939804315567
12,0,0.028148487210273743,0.001231002970598638,0.02937949076294899
13,0,0.023245247080922127,0.001109579112380743,0.024354826658964157
14,0,0.017660001292824745,0.001167253707535565,0.018827255815267563
15,0,0.012681429274380207,0.0009498698636889458,0.013631299138069153
16,0,0.012815679423511028,0.0009290542220696807,0.013744733296334743
17,0,0.008737142197787762,0.0007879598997533321,0.009525101631879807
18,0,0.004404038190841675,0.000765579694416374,0.00516961794346571
19,0,0.002709984313696623,0.0005003173719160259,0.0032103017438203096
20,0,0.0014405674301087856,0.0004938360070809722,0.0019344034371897578
21,0,0.0009223155793733895,0.0004913738812319934,0.001413689460605383
22,0,0.0005448948941193521,0.000504318973980844,0.0010492138098925352
23,0,0.0003871571971103549,0.0004978617653250694,0.0008850189624354243
24,0,0.0002551002544350922,0.0004224551666993648,0.0006775554502382874
25,0,0.00020332192070782185,0.0005772528820671141,0.000780574802774936
26,0,0.00016861963376868516,0.00035559816751629114,0.0005242177867330611
27,0,0.0001411681150784716,0.0004008847754448652,0.0005420529050752521
28,0,0.00011707783414749429,0.00044347153743728995,0.0005605493788607419
29,0,0.00010213231871603057,0.00037336861714720726,0.00047550094313919544
30,0,9.179520566249266e-05,0.00036455821827985346,0.0004563534166663885
31,0,8.061646803980693e-05,0.0003020029980689287,0.00038261947338469326
32,0,7.785916386637837e-05,0.00041349430102854967,0.0004913534503430128
33,0,6.803322321502492e-05,0.00033465641899965703,0.00040268964949063957
34,0,6.469893560279161e-05,0.0005079212714917958,0.0005726201925426722
35,0,6.0483453125925735e-05,0.00042991750524379313,0.0004904009401798248
36,0,5.7673216360853985e-05,0.00045603804755955935,0.0005137112457305193
37,0,5.1520346460165456e-05,0.0003413620579522103,0.0003928824153263122
38,0,4.6755314542679116e-05,0.00042916188249364495,0.00047591718612238765
39,0,4.787063517142087e-05,0.0003223179082851857,0.0003701885580085218
40,0,4.283141970518045e-05,0.0004102578095626086,0.00045308921835385263
41,0,3.9381742681143805e-05,0.00047285808250308037,0.0005122398142702878
42,0,3.827524415100925e-05,0.0003351116902194917,0.00037338692345656455
43,0,3.758764069061726e-05,0.00034236902138218284,0.00037995667662471533
44,0,3.743743945960887e-05,0.00033198948949575424,0.00036942693986929953
45,0,3.4318207326577976e-05,0.00037618170608766377,0.00041049992432817817
46,0,3.344201832078397e-05,0.0004232359351590276,0.00045667795347981155
47,0,3.1170129659585655e-05,0.00032791728153824806,0.00035908742574974895
48,0,3.0243396395235322e-05,0.0004188076127320528,0.0004490510036703199
49,0,2.8640748496400192e-05,0.0002709507825784385,0.00029959154198877513
