epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,39.286380767822266,26.543795824050903,359.1408257484436
1,37.8555908203125,17.795929193496704,350.8806698322296
2,39.54930877685547,30.882155418395996,334.5268323421478
3,35.55997085571289,11.620575904846191,310.89372849464417
4,33.88789749145508,18.528936862945557,321.32640767097473
5,35.28691482543945,11.218921422958374,314.18480944633484
6,34.42222595214844,18.74884843826294,323.63760685920715
7,33.82767868041992,11.099506855010986,311.9410388469696
8,33.01853561401367,18.659908533096313,323.55518221855164
9,35.00229263305664,11.396595239639282,314.2095263004303
10,36.083221435546875,18.961573839187622,324.22032713890076
