rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.20478060841560364,0.20125070214271545,0.4060313105583191
1,0,0.19749490916728973,0.16610926389694214,0.36360418796539307
2,0,0.18438494205474854,0.04150286316871643,0.22588780522346497
3,0,0.17165349423885345,0.03470981493592262,0.20636330544948578
4,0,0.1489274948835373,0.031220436096191406,0.1801479309797287
5,0,0.11510837078094482,0.02455695904791355,0.13966533541679382
6,0,0.10168153047561646,0.01773526333272457,0.11941679567098618
7,0,0.07716704905033112,0.008428473956882954,0.0855955258011818
8,0,0.044794853776693344,0.0006974792340770364,0.04549233242869377
9,0,0.03991193324327469,0.0005697107990272343,0.04048164561390877
10,0,0.034966226667165756,0.001464921748265624,0.036431148648262024
11,0,0.02988109551370144,0.002798239467665553,0.03267933428287506
12,0,0.021991711109876633,0.0015938639407977462,0.023585574701428413
13,0,0.013680498115718365,0.0006976263248361647,0.014378124848008156
14,0,0.00995590165257454,0.0005897271330468357,0.01054562907665968
15,0,0.007593594025820494,0.0009694601758383214,0.008563053794205189
16,0,0.0036538552958518267,0.0006547396187670529,0.004308594856411219
17,0,0.0023204279132187366,0.00047148624435067177,0.0027919141575694084
18,0,0.0020627230405807495,0.0004561816749628633,0.0025189046282321215
19,0,0.0014134797966107726,0.0004796343273483217,0.0018931140657514334
20,0,0.001236169831827283,0.0003583830548450351,0.001594552886672318
21,0,0.0008488974417559803,0.0002706942323129624,0.0011195916449651122
22,0,0.0007112655439414084,0.0002832665923051536,0.000994532136246562
23,0,0.0005092878709547222,0.00028957167523913085,0.0007988595170900226
24,0,0.0005932936328463256,0.0002604082983452827,0.0008537019602954388
25,0,0.0005316276801750064,0.0002652559778653085,0.0007968836580403149
26,0,0.0005500254919752479,0.00021566919167526066,0.0007656946545466781
27,0,0.000352520466549322,0.0001970025186892599,0.0005495229852385819
28,0,0.0003683552786242217,0.00019834084378089756,0.000566696107853204
29,0,0.00033465385786257684,0.00022130965953692794,0.0005559634882956743
30,0,0.00024210501578636467,0.00017553617362864316,0.00041764118941500783
31,0,0.00021030711650382727,0.00025966722751036286,0.00046997435856610537
32,0,0.0003017978451680392,0.0002206384961027652,0.0005224363412708044
33,0,0.00017315959848929197,0.00018985377391800284,0.0003630133578553796
34,0,0.00016253280045930296,0.00017027443391270936,0.00033280724892392755
35,0,0.0001623153657419607,0.0001636136876186356,0.0003259290533605963
36,0,0.00015187644748948514,0.00016439254977740347,0.0003162689972668886
37,0,0.00016672516358084977,0.00020388609846122563,0.0003706112620420754
38,0,0.00019402884936425835,0.00017179717542603612,0.00036582601023837924
39,0,0.00012826919555664062,0.0001484462118241936,0.0002767154073808342
40,0,0.00011236668069614097,0.0001618105306988582,0.00027417720411904156
41,0,0.00011089228792116046,0.00014905529678799212,0.0002599475847091526
42,0,9.088421211345121e-05,0.0001920928043546155,0.0002829770091921091
43,0,0.00010235976515104994,0.00017137565009761602,0.00027373540797270834
44,0,0.00012057780986651778,0.00014298634778242558,0.0002635641722008586
45,0,0.00010228348401142284,0.0001475942408433184,0.00024987771757878363
46,0,0.00010468482651049271,0.00015926311607472599,0.0002639479353092611
47,0,9.037018025992438e-05,0.00015552090189885348,0.00024589107488282025
48,0,8.551120845368132e-05,0.00016219138342421502,0.0002477025846019387
49,0,9.951591346180066e-05,0.00020999432308599353,0.0003095102438237518
50,0,8.587932825321332e-05,0.00016232329653576016,0.00024820261751301587
51,0,8.19368360680528e-05,0.00018938336870633066,0.00027132019749842584
52,0,6.889820360811427e-05,0.00016997339844238013,0.00023887160932645202
53,0,8.600330329500139e-05,0.00024991511600092053,0.0003359184192959219
54,0,7.837772136554122e-05,0.00014274440763983876,0.00022112212900537997
55,0,6.81524325045757e-05,0.0001394047139910981,0.0002075571392197162
56,0,7.006835949141532e-05,0.00013783996109850705,0.00020790832058992237
57,0,7.174492202466354e-05,0.000125165082863532,0.00019690999761223793
58,0,5.718993998016231e-05,0.0001245956082129851,0.0001817855518311262
59,0,0.00019860840984620154,0.0002382362144999206,0.00043684462434612215
60,0,6.453609239542857e-05,0.00013979898358229548,0.00020433508325368166
61,0,5.377578781917691e-05,0.0002357214834773913,0.000289497256744653
62,0,5.957412577117793e-05,0.00017391901928931475,0.0002334931486984715
63,0,5.2478786528808996e-05,0.00018387845193501562,0.00023635724210180342
64,0,5.6936260079964995e-05,0.0001883006771095097,0.0002452369371894747
65,0,9.329891327070072e-05,0.00015570310642942786,0.00024900201242417097
66,0,7.27891965652816e-05,0.0002449408930260688,0.000317730096867308
67,0,4.937266930937767e-05,0.00010715958342188969,0.00015653224545530975
68,0,0.00016982269880827516,0.00016579136718064547,0.00033561408054083586
69,0,0.00010199451207881793,0.0002266382798552513,0.00032863279921002686
70,0,5.446433715405874e-05,0.0001799255987862125,0.00023438993957825005
71,0,5.4979325796011835e-05,0.0001754763798089698,0.00023045571288093925
72,0,4.717254705610685e-05,0.00014416642079595476,0.00019133897149004042
73,0,4.587173680192791e-05,0.00013595932978205383,0.00018183107022196054
74,0,8.541106944903731e-05,0.00016089667042251676,0.0002463077544234693
