epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,24.898157119750977,26.3675320148468,108.64730525016785
1,19.736915588378906,26.866255044937134,110.32850503921509
2,21.73994255065918,26.980377435684204,110.25288009643555
3,19.758623123168945,26.651099920272827,110.00577187538147
4,25.801280975341797,26.55045175552368,110.01011276245117
5,19.638992309570312,26.568793773651123,108.58970427513123
6,23.79955291748047,26.81365966796875,110.17368865013123
7,20.95884895324707,26.590521812438965,108.90622997283936
8,18.386125564575195,26.56031823158264,109.16434717178345
9,19.993797302246094,26.83364987373352,109.76997828483582
10,21.499401092529297,26.380859851837158,107.03785371780396
