epoch,mmd_loss,dataset_gen_time,epoch_runtime
0,39.19247055053711,27.2650728225708,110.55963039398193
1,43.87998962402344,26.842838764190674,108.56184530258179
2,35.08330535888672,26.86388659477234,109.31784653663635
3,42.09075164794922,29.296428442001343,111.76752781867981
4,39.519630432128906,26.952651977539062,108.63193845748901
5,38.53998947143555,26.60375666618347,107.87058782577515
6,39.02975082397461,26.81827735900879,108.09081315994263
7,45.681087493896484,26.791858196258545,107.75095629692078
8,36.063777923583984,26.676963806152344,107.55358099937439
9,39.9333610534668,26.599019527435303,107.41896915435791
10,39.07001495361328,26.499118328094482,107.5693712234497
