rec_epoch,batch,class_loss,cont_loss,loss
0,0,0.2062111645936966,0.2031642198562622,0.4093753695487976
1,0,0.19403862953186035,0.1569039672613144,0.35094261169433594
2,0,0.1879342496395111,0.03710212931036949,0.2250363826751709
3,0,0.17564772069454193,0.030857589095830917,0.20650531351566315
4,0,0.1653975546360016,0.028484294191002846,0.19388185441493988
5,0,0.1334817260503769,0.025487134233117104,0.15896886587142944
6,0,0.1020384430885315,0.017091838642954826,0.11913028359413147
7,0,0.07779815793037415,0.007417444139719009,0.08521559834480286
8,0,0.049507591873407364,0.0005905929720029235,0.05009818449616432
9,0,0.03932292386889458,0.0002827531425282359,0.039605677127838135
10,0,0.03465423732995987,0.0005687035736627877,0.035222940146923065
11,0,0.02764616720378399,0.0009631160064600408,0.02860928326845169
12,0,0.01950201764702797,0.0014192910166457295,0.020921308547258377
13,0,0.011996314860880375,0.002813587663695216,0.014809902757406235
14,0,0.004965020809322596,0.0018688749987632036,0.006833896040916443
15,0,0.002153602661564946,0.0012894890969619155,0.00344309164211154
16,0,0.0007048151455819607,0.0008527355385012925,0.0015575506258755922
17,0,0.000520643254276365,0.0008851410821080208,0.0014057843945920467
18,0,0.0003763804561458528,0.0009262742823921144,0.0013026547385379672
19,0,0.0002915851946454495,0.0007072980515658855,0.0009988832753151655
20,0,0.00026911377790383995,0.0006869843928143382,0.0009560981998220086
21,0,0.00017224908515345305,0.0005482835113070905,0.0007205326110124588
22,0,0.0001658377586863935,0.0005434403428807855,0.000709278101567179
23,0,0.0001391227269778028,0.0005171846714802086,0.0006563073839060962
24,0,0.00012052869715262204,0.0005560705903917551,0.0006765992729924619
25,0,0.00012690138828475028,0.0005991188227199018,0.0007260201964527369
26,0,0.00012049412180203944,0.0006565966177731752,0.0007770907250232995
27,0,0.00010974955512210727,0.0005705066723749042,0.0006802562274970114
28,0,8.516717207385227e-05,0.0005647770594805479,0.0006499442388303578
29,0,7.865690713515505e-05,0.0005646227509714663,0.0006432796362787485
30,0,8.235550194513053e-05,0.0006130263791419566,0.0006953818956390023
31,0,7.260775601025671e-05,0.0006117717712186277,0.0006843795417807996
32,0,6.410360219888389e-05,0.0004982706159353256,0.00056237424723804
33,0,6.0375925386324525e-05,0.0005835578194819391,0.0006439337739720941
34,0,5.821418744744733e-05,0.0005322201759554446,0.0005904343561269343
35,0,5.7657005527289584e-05,0.0005922442069277167,0.0006499012233689427
36,0,5.905580474063754e-05,0.0005986714386381209,0.0006577272433787584
37,0,4.720950164482929e-05,0.0005391768063418567,0.0005863863043487072
38,0,4.3664691474987194e-05,0.0004567878204397857,0.000500452530104667
39,0,4.281067958800122e-05,0.0005431222380138934,0.0005859329248778522
40,0,4.556965723168105e-05,0.0005855230265296996,0.0006310926983132958
41,0,4.239273039274849e-05,0.000630450842436403,0.0006728435982950032
42,0,3.823876249953173e-05,0.0004677599936258048,0.0005059987306594849
43,0,4.0422917663818225e-05,0.0004823111812584102,0.0005227340734563768
44,0,5.54423313587904e-05,0.00045655303983949125,0.0005119954003021121
45,0,4.291629738872871e-05,0.0002967944019474089,0.00033971070661209524
46,0,4.051685027661733e-05,0.0002183341421186924,0.0002588509814813733
47,0,3.447627750574611e-05,0.00027296566986478865,0.00030744195100851357
48,0,3.559708420652896e-05,0.0002958945697173476,0.00033149163937196136
49,0,3.3815384085755795e-05,0.0003385001327842474,0.0003723155241459608
